first_name,birthday,gender,type,state,district,party,url,address,phone,contact_form,rss_url,twitter,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id,votes_with_party_pct,dw_nominate,crp_id,fec_candidate_id
Larry,1962-05-31,M,rep,IN,8.0,Republican,https://bucshon.house.gov,1005 Longworth HOB; Washington DC 20515-1408,202-225-4636,,http://bucshon.house.gov/rss.xml,RepLarryBucshon,RepLarryBucshon,RepLarryBucshon,UC0bIliQs0LKZabNwvZ3gnhQ,B001275,2018.0,N00031227,,61837,412427,120335.0,Larry Bucshon,,21132.0,Larry Bucshon,93.33,0.397,N00031227,H0IN08114
Michael,1950-12-23,M,rep,TX,26.0,Republican,https://burgess.house.gov,2336 Rayburn HOB; Washington DC 20515-4326,202-225-7772,,http://burgess.house.gov/news/rss.aspx,MichaelCBurgess,michaelcburgess,michaelcburgessmd,UCvvO8lo-Nkc31cEEElqQvQw,B001248,1751.0,N00025219,,1003620,400052,50120.0,,,20355.0,Michael C. Burgess,94.96,0.57,N00025219,H2TX26093
Richard,1955-11-30,M,sen,NC,,Republican,https://www.burr.senate.gov,217 Russell Senate Office Building Washington DC 20510,202-224-3154,https://www.burr.senate.gov/contact/email,http://www.burr.senate.gov/public/index.cfm?fuseaction=rss.feed,SenatorBurr,SenatorRichardBurr,SenatorRichardBurr,UCOLLZpp-1womBSFDV2uLfag,B001135,153.0,N00002221,S300,31054,400054,21787.0,Richard Burr,,29548.0,Richard Burr,99.2,0.454,N00002221,S4NC00089
George,1947-04-27,M,rep,NC,1.0,Democrat,https://butterfield.house.gov,2080 Rayburn HOB; Washington DC 20515-3301,202-225-3101,,http://butterfield.house.gov/rss/press-releases.xml/,GKButterfield,congressmangkbutterfield,GKBNC01,UCbodCVgLfcbaep49L1M-mqA,B001251,1761.0,N00027035,,1013540,400616,41077.0,G.K. Butterfield,,20340.0,G. K. Butterfield,96.19,-0.406,N00027035,H4NC01046
Ken,1953-06-08,M,rep,CA,42.0,Republican,https://calvert.house.gov,2205 Rayburn HOB; Washington DC 20515-0542,202-225-1986,,http://calvert.house.gov/news/rss.aspx,KenCalvert,70063393423,RepKenCalvert,UC5MEj7YOX_QdKoqD_HRxP3A,C000059,165.0,N00007099,,26709,400057,26777.0,,,29323.0,Ken Calvert,96.52,0.34600000000000003,N00007099,H2CA37023
Shelley,1953-11-26,F,sen,WV,,Republican,https://www.capito.senate.gov,172 Russell Senate Office Building Washington DC 20510,202-224-6472,https://www.capito.senate.gov/contact/contact-shelley,,SenCapito,senshelley,,UCbiXdR4XQ3vD9Xp5lfR9QXw,C001047,1676.0,N00009771,S372,83737,400061,11701.0,Shelley Moore Capito,,20146.0,Shelley Moore Capito,97.67,0.258,N00009771,S4WV00159
Michael,1952-01-09,M,rep,MA,7.0,Democrat,http://capuano.house.gov,1414 Longworth HOB; Washington DC 20515-2107,202-225-5111,,,RepMikeCapuano,RepMichaelCapuano,RepMikeCapuano,UCvzAdbimlJksgZjEMQn0kuw,C001037,1564.0,N00000267,,56760,400063,18883.0,Michael Capuano,,29919.0,Mike Capuano,94.53,-0.579,N00000267,H8MA08071
André,1974-10-16,M,rep,IN,7.0,Democrat,https://carson.house.gov,2135 Rayburn HOB; Washington DC 20515-1407,202-225-4011,,http://carson.house.gov/index.php?option=com_bca-rss-syndicator&amp;feed_id=1,RepAndreCarson,CongressmanAndreCarson,repandrecarson,UCprUnnEgM2VUGmAKSaZXCSw,C001072,1889.0,N00029513,,1027364,412258,84917.0,Andre Carson,,20757.0,André Carson,95.45,-0.428,N00029513,H8IN07184
John,1941-11-06,M,rep,TX,31.0,Republican,https://carter.house.gov,2110 Rayburn HOB; Washington DC 20515-4331,202-225-3864,,http://carter.house.gov/common/rss/?rss=40,JudgeCarter,judgecarter,repjohncarter,UC9pkaOrhPfouzkJ8oAdI-1w,C001051,1752.0,N00025095,,1004257,400068,49296.0,John Carter,,20356.0,John Carter (Texas politician),97.02,0.468,N00025095,H2TX31044
Bill,1957-09-28,M,sen,LA,,Republican,https://www.cassidy.senate.gov,520 Hart Senate Office Building Washington DC 20510,202-224-5824,https://www.cassidy.senate.gov/contact,,,,SenatorBillCassidy,UCCEyGhUzxgkxFzWCY-rxz8g,C001075,1925.0,N00030245,S373,1030546,412269,69494.0,Bill Cassidy,,20919.0,Bill Cassidy,98.46,0.453,N00030245,S4LA00107
Kathy,1966-08-20,F,rep,FL,14.0,Democrat,https://castor.house.gov,2052 Rayburn HOB; Washington DC 20515-0914,202-225-3376,,http://castor.house.gov/news/rss.aspx,USRepKCastor,USRepKathyCastor,RepKathyCastor,UC_irxhmLqVenTFPxDxznG6g,C001066,1839.0,N00027514,,1022874,412195,53825.0,Kathy Castor,,20708.0,Kathy Castor,95.64,-0.433,N00027514,H6FL11126
Steve,1953-01-22,M,rep,OH,1.0,Republican,https://chabot.house.gov,2371 Rayburn HOB; Washington DC 20515-3501,202-225-2216,,http://chabot.house.gov/common/rss/index.cfm?rss=49,RepSteveChabot,RepSteveChabot,congressmanchabot,UCJpzm2DZDE1B6ruQLQc7q4g,C000266,186.0,N00003689,,36705,400071,21790.0,Steve Chabot,,29550.0,Steve Chabot,98.19,0.583,N00003689,H8OH01043
Judy,1953-07-07,F,rep,CA,27.0,Democrat,https://chu.house.gov,2423 Rayburn HOB; Washington DC 20515-0527,202-225-5464,,http://chu.house.gov/rss.xml,RepJudyChu,RepJudyChu,RepJudyChu,UCfcbYOvdEXZNelM8T05nK-w,C001080,1970.0,N00030600,,92573,412379,16539.0,Judy Chu,,20955.0,Judy Chu,95.67,-0.507,N00030600,H0CA32101
David,1961-07-15,M,rep,RI,1.0,Democrat,https://cicilline.house.gov,2244 Rayburn HOB; Washington DC 20515-3901,202-225-4911,,http://cicilline.house.gov/rss.xml,RepCicilline,CongressmanDavidCicilline,RepDavidCicilline,UC3sCl46o8hYP69LnidNltuw,C001084,2055.0,N00032019,,1033865,412470,7349.0,David N. Cicilline,,21172.0,David Cicilline,96.49,-0.398,N00032019,H0RI01073
Yvette,1964-11-21,F,rep,NY,9.0,Democrat,https://clarke.house.gov,2058 Rayburn HOB; Washington DC 20515-3209,202-225-6231,,http://clarke.house.gov/news/rss.aspx,RepYvetteClarke,repyvettedclarke,repyvetteclarke,UC8SuQiuL2P9fUHAxuRoTdUQ,C001067,1864.0,N00026961,,1022875,412221,44741.0,Yvette D. Clarke,,20733.0,Yvette Clarke,94.98,-0.602,N00026961,H4NY11138
Wm.,1956-07-27,M,rep,MO,1.0,Democrat,https://lacyclay.house.gov,2428 Rayburn HOB; Washington DC 20515-2501,202-225-2406,,,,109135405838588,WilliamLacyClay,UCB3yVQzlxhx3brOwaWtiXoQ,C001049,1654.0,N00012460,,88332,400074,8967.0,,,20147.0,Lacy Clay,95.79,-0.488,N00012460,H0MO01066
Emanuel,1944-10-26,M,rep,MO,5.0,Democrat,https://cleaver.house.gov,2335 Rayburn HOB; Washington DC 20515-2505,202-225-4535,,http://cleaver.house.gov/rss.xml,RepCleaver,emanuelcleaverii,repcleaver,UCVC-7CLFjXczoihr5FxDLsw,C001061,1790.0,N00026790,,10933,400639,39507.0,,,20517.0,Emanuel Cleaver,96.41,-0.452,N00026790,H4MO05234
James,1940-07-21,M,rep,SC,6.0,Democrat,https://clyburn.house.gov,242 Cannon HOB; Washington DC 20515-4006,202-225-3315,,http://clyburn.house.gov/rss.xml,Clyburn,jameseclyburn,repjamesclyburn,UCIyU_UA_JEa14gvAwhquKqg,C000537,208.0,N00002408,,21607,400075,27066.0,James E. Clyburn,,39301.0,Jim Clyburn,95.1,-0.464,N00002408,H2SC02042
Mike,1955-03-19,M,rep,CO,6.0,Republican,https://coffman.house.gov,2443 Rayburn HOB; Washington DC 20515-0606,202-225-7882,,http://coffman.house.gov/index.php?format=feed&amp;type=rss,RepMikeCoffman,repmikecoffman,CongressmanCoffman,UCBCe9Os3VRutyBw3aLhYq5g,C001077,1912.0,N00024753,,1031340,412271,1535.0,Mike Coffman,,20906.0,Mike Coffman,93.23,0.501,N00024753,H8CO06138
Steve,1949-05-24,M,rep,TN,9.0,Democrat,https://cohen.house.gov,2404 Rayburn HOB; Washington DC 20515-4209,202-225-3265,,http://cohen.house.gov/rss.xml,RepCohen,CongressmanSteveCohen,repcohen,UC_NJlnsOBjOameUwZk0rvsA,C001068,1878.0,N00003225,,1022876,412236,24340.0,,,20748.0,Steve Cohen,95.23,-0.401,N00003225,H6TN09068
Tom,1949-04-28,M,rep,OK,4.0,Republican,https://cole.house.gov,2467 Rayburn HOB; Washington DC 20515-3604,202-225-6165,,http://cole.house.gov/rss.xml,TomColeOK04,TomColeOK04,reptomcole,UCvqzPm_YnNkfEHpm3SEMJMQ,C001053,1742.0,N00025726,,1003609,400077,46034.0,Tom Cole,,20344.0,Tom Cole,94.6,0.338,N00025726,H2OK04055
K.,1948-06-11,M,rep,TX,11.0,Republican,https://conaway.house.gov,2430 Rayburn HOB; Washington DC 20515-4311,202-225-3605,,,ConawayTX11,mike.conaway,mikeconaway11,UCR3dhwhVfxmmqv6ct2Xa1-g,C001062,1805.0,N00026041,,1004595,400655,49935.0,Mike Conaway,,20531.0,Mike Conaway,95.73,0.5920000000000001,N00026041,H4TX19136
Gerald,1950-03-30,M,rep,VA,11.0,Democrat,https://connolly.house.gov,2238 Rayburn HOB; Washington DC 20515-4611,202-225-1492,,http://connolly.house.gov/common/rss//index.cfm?rss=44,GerryConnolly,CongressmanGerryConnolly,repconnolly,UC4WG9PlmoOeSLIuyVjs-RSA,C001078,1959.0,N00029891,,1015936,412272,95078.0,,,20952.0,Gerry Connolly,94.87,-0.302,N00029891,H8VA11062
John,1929-05-16,M,rep,MI,13.0,Democrat,https://conyers.house.gov,2426 Rayburn HOB; Washington DC 20515-2213,202-225-5126,,http://conyers.house.gov/index.cfm/rss/feed,RepJohnConyers,CongressmanConyers,JCMI14,UCzlwBp7_m0t3f2UiFubvWgg,C000714,229.0,N00004029,,1824,400080,26904.0,"John Conyers, Jr.",,10713.0,John Conyers,94.79,-0.659,N00004029,H6MI01028
Jim,1954-06-19,M,rep,TN,5.0,Democrat,https://cooper.house.gov,1536 Longworth HOB; Washington DC 20515-4205,202-225-4311,,http://cooper.house.gov/index.php?format=feed&amp;type=rss,RepJimCooper,JimCooper,RepJimCooper,UCjplyIIQbNZcl013AyDfPNg,C000754,231.0,N00003132,,1201,400081,48891.0,Jim Cooper,,15019.0,Jim Cooper,88.93,-0.162,N00003132,H2TN05131
Jim,1952-04-13,M,rep,CA,16.0,Democrat,https://costa.house.gov,2081 Rayburn HOB; Washington DC 20515-0516,202-225-3341,,http://costa.house.gov/index.php?format=feed&amp;type=rss,RepJimCosta,RepJimCosta,RepJimCostaCA20,UCVgXX23eJEai6GiBOKO6dvA,C001059,1774.0,N00026341,,19599,400618,3577.0,,,20501.0,Jim Costa,81.45,-0.185,N00026341,H4CA20082
Joe,1953-04-06,M,rep,CT,2.0,Democrat,https://courtney.house.gov,2348 Rayburn HOB; Washington DC 20515-0702,202-225-2076,,http://courtney.house.gov/index.php?format=feed&amp;type=rss,RepJoeCourtney,joecourtney,repcourtney,UCGVIfe1T2hO1Lx7ap5Wkv1w,C001069,1836.0,N00024842,,1021284,412193,30333.0,Joe Courtney,,20706.0,Joe Courtney (politician),95.38,-0.344,N00024842,H2CT02112
Michael,1951-05-20,M,sen,ID,,Republican,https://www.crapo.senate.gov,239 Dirksen Senate Office Building Washington DC 20510,202-224-6142,https://www.crapo.senate.gov/contact,,MikeCrapo,mikecrapo,senatorcrapo,UCMHzKHg1BE7dEcFjnayw1lA,C000880,250.0,N00006267,S266,26440,300030,26830.0,Mike Crapo,,29345.0,Mike Crapo,97.32,0.507,N00006267,S8ID00027
Eric,1966-01-22,M,rep,AR,1.0,Republican,https://crawford.house.gov,2422 Rayburn HOB; Washington DC 20515-0401,202-225-4076,,http://crawford.house.gov/news/rss.aspx,RepRickCrawford,RepRickCrawford,RepRickCrawford,UCLKAkVl4BHRK73lmDiIgPYg,C001087,1989.0,N00030770,,623259,412400,119208.0,Rick Crawford,,21106.0,Rick Crawford (politician),98.31,0.35700000000000004,N00030770,H0AR01083
Joseph,1962-03-16,M,rep,NY,14.0,Democrat,https://crowley.house.gov,1035 Longworth HOB; Washington DC 20515-3214,202-225-3965,,http://crowley.house.gov/rss.xml,RepJoeCrowley,repjoecrowley,RepJoeCrowley,UCni23wivejzkS9G1L_XEBQw,C001038,1604.0,N00001127,,57880,400087,4295.0,Joseph Crowley,,29925.0,Joseph Crowley,95.74,-0.405,N00001127,H8NY07046
Henry,1955-09-19,M,rep,TX,28.0,Democrat,https://cuellar.house.gov,2209 Rayburn HOB; Washington DC 20515-4328,202-225-1640,,http://cuellar.house.gov/news/rss.aspx,RepCuellar,152569121550,henrycuellar,UCVgEOdJx3tyILO9EjZ-heEQ,C001063,1807.0,N00024978,,1013062,400657,5486.0,,,20533.0,Henry Cuellar,80.5,-0.226,N00024978,H2TX23082
John,1956-08-24,M,rep,TX,7.0,Republican,https://culberson.house.gov,2161 Rayburn HOB; Washington DC 20515-4307,202-225-2571,,http://culberson.house.gov/rss/,CongCulberson,CongressmanCulberson,johnculbersontx07,UCv9NX2RA2jQQniHohgqy_KQ,C001048,1670.0,N00009738,,88078,400089,5488.0,John Culberson,,20139.0,John Culberson,97.34,0.504,N00009738,H0TX07055
Elijah,1951-01-18,M,rep,MD,7.0,Democrat,https://cummings.house.gov,2163 Rayburn HOB; Washington DC 20515-2007,202-225-4741,,http://cummings.house.gov/rss.xml,RepCummings,elijahcummings,ElijahECummings,UCMasH4jR80RdkqyuF0neFZg,C000984,256.0,N00001971,,43300,400090,345.0,Elijah Cummings,,29587.0,Elijah Cummings,96.01,-0.438,N00001971,H6MD07160
Danny,1941-09-06,M,rep,IL,7.0,Democrat,https://davis.house.gov,2159 Rayburn HOB; Washington DC 20515-1307,202-225-5006,,http://davis.house.gov/index.php?format=feed&type=rss,RepDannyDavis,CongressmanDKDavis,dannykdavis07,UCdhrT09_XMr31tuI8OcKsjQ,D000096,1477.0,N00004884,,44325,400093,233.0,Danny K. Davis,,29717.0,Danny K. Davis,96.19,-0.489,N00004884,H4IL07037
Susan,1944-04-13,F,rep,CA,53.0,Democrat,https://susandavis.house.gov,1214 Longworth HOB; Washington DC 20515-0553,202-225-2040,,,RepSusanDavis,RepSusanDavis,,,D000598,1641.0,N00009604,,85595,400097,8168.0,,,20108.0,Susan Davis (politician),95.89,-0.345,N00009604,H0CA49055
Peter,1947-05-27,M,rep,OR,4.0,Democrat,https://defazio.house.gov,2134 Rayburn HOB; Washington DC 20515-3704,202-225-6416,,http://www.defazio.house.gov/index.php?format=feed&amp;type=rss,RepPeterDeFazio,RepPeterDeFazio,PeterDeFazio,UCIF3HunhsVgTv7L2grnq2Rg,D000191,279.0,N00007781,,6068,400100,27037.0,Peter DeFazio,,15410.0,Peter DeFazio,93.28,-0.429,N00007781,H6OR04047
Diana,1957-07-29,F,rep,CO,1.0,Democrat,https://degette.house.gov,2111 Rayburn HOB; Washington DC 20515-0601,202-225-4431,,http://degette.house.gov/index.php?option=com_ninjarsssyndicator&amp;feed_id=1&amp;format=raw,RepDianaDeGette,DianaDeGette,RepDianaDeGette,UCWFQCRTHwsHg9P1Hf-EQtew,D000197,1479.0,N00006134,,90293,400101,561.0,Diana DeGette,,29710.0,Diana DeGette,96.05,-0.435,N00006134,H6CO01141
Rosa,1943-03-02,F,rep,CT,3.0,Democrat,https://delauro.house.gov,2413 Rayburn HOB; Washington DC 20515-0703,202-225-3661,,http://delauro.house.gov/index.php?format=feed&amp;type=rss,RosaDeLauro,CongresswomanRosaDeLauro,rosadelauro,UC9ROfGBm7kSLCEDYwFF6McQ,D000216,281.0,N00000615,,19040,400103,26788.0,Rosa DeLauro,,29109.0,Rosa DeLauro,96.36,-0.418,N00000615,H0CT03072
Jeff,1967-07-29,M,rep,CA,10.0,Republican,https://denham.house.gov,1730 Longworth HOB; Washington DC 20515-0510,202-225-4540,,http://denham.house.gov/rss.xml,RepJeffDenham,RepJeffDenham,repjeffdenham,UCm59PEM_tgTvhm5-wIfnrRg,D000612,1995.0,N00031593,,623287,412403,28769.0,,,21109.0,Jeff Denham,90.88,0.315,N00031593,H0CA19173
Charles,1960-05-24,M,rep,PA,15.0,Republican,https://dent.house.gov,2082 Rayburn HOB; Washington DC 20515-3815,202-225-6411,,http://dent.house.gov/?a=rss.feed,RepCharlieDent,CongressmanDent,CongressmanDent,UCoC_r0R2M_74UVrH4A44awQ,D000604,1799.0,N00026171,,1011395,400648,9121.0,Charles W. Dent,,20526.0,Charlie Dent,90.74,0.242,N00026171,H4PA15087
Scott,1964-02-21,M,rep,TN,4.0,Republican,https://desjarlais.house.gov,2301 Rayburn HOB; Washington DC 20515-4204,202-225-6831,,http://desjarlais.house.gov/news/rss.aspx,DesJarlaisTN04,ScottDesJarlaisTN04,ScottDesJarlaisTN04,UCvjuSLoi3hS0ECQvJLhwOkA,D000616,2062.0,N00030957,,623517,412477,123473.0,,,21179.0,Scott DesJarlais,97.28,0.588,N00030957,H0TN04195
Theodore,1966-05-07,M,rep,FL,22.0,Democrat,https://teddeutch.house.gov,2447 Rayburn HOB; Washington DC 20515-0922,202-225-3001,,http://teddeutch.house.gov/news/rss.aspx,RepTedDeutch,CongressmanTedDeutch,congressmanteddeutch,UC1JlTLRUDkzhM2htvI9QJTA,D000610,1976.0,N00031317,,9267613,412385,67151.0,Theodore E. Deutch,,20959.0,Ted Deutch,95.23,-0.419,N00031317,H0FL19080
Mario,1961-09-25,M,rep,FL,25.0,Republican,https://mariodiazbalart.house.gov,440 Cannon HOB; Washington DC 20515-0925,202-225-4211,,http://mariodiazbalart.house.gov/rss.xml,MarioDB,mdiazbalart,MarioDiazBalart,UCpEEd0Plxx5D78pI4a4mFTQ,D000600,1717.0,N00025337,,1003562,400108,24312.0,Mario Diaz-Balart,,20316.0,Mario Díaz-Balart,92.67,0.278,N00025337,H2FL25018
Lloyd,1946-10-06,M,rep,TX,35.0,Democrat,https://doggett.house.gov,2307 Rayburn HOB; Washington DC 20515-4335,202-225-4865,,http://doggett.house.gov/index.php/component/ninjarsssyndicator/?feed_id=1&amp;format=raw,RepLloydDoggett,lloyddoggett,doggett,UCN-kiLKyHPcfRVZ28sAHS_g,D000399,303.0,N00006023,,36810,400111,21689.0,,,29571.0,Lloyd Doggett,96.19,-0.402,N00006023,H4TX10028
Joe,1955-09-28,M,sen,IN,,Democrat,https://www.donnelly.senate.gov,720 Hart Senate Office Building Washington DC 20510,202-224-4814,https://www.donnelly.senate.gov/contact/email-joe,http://www.donnelly.senate.gov/rss/feeds/?type=all,SenDonnelly,senatordonnelly,sendonnelly,UC7H5Lz0BUaTRlWXk9QsIwsg,D000607,1850.0,N00026586,S356,1012000,412205,34212.0,Joe Donnelly,,20717.0,Joe Donnelly,80.08,-0.12,N00026586,S2IN00091
Michael,1953-08-05,M,rep,PA,14.0,Democrat,https://doyle.house.gov,239 Cannon HOB; Washington DC 20515-3814,202-225-2135,,http://doyle.house.gov/rss.xml,USRepMikeDoyle,usrepmikedoyle,CongressmanDoyle,UCni9vINmgerEeVXhKCC9qbA,D000482,316.0,N00001373,,36774,400114,21853.0,Michael F. Doyle,,29561.0,Michael F. Doyle,95.99,-0.325,N00001373,H4PA18131
Sean,1971-10-03,M,rep,WI,7.0,Republican,https://duffy.house.gov,2330 Rayburn HOB; Washington DC 20515-4907,202-225-3365,,http://duffy.house.gov/rss.xml,RepSeanDuffy,RepSeanDuffy,RepSeanDuffy,UChq-eV2HnV7Kr2zmj0yua7g,D000614,2072.0,N00030967,,623570,412488,126238.0,Sean Duffy,,21189.0,Sean Duffy,94.02,0.514,N00030967,H0WI07051
Jeff,1966-01-07,M,rep,SC,3.0,Republican,https://jeffduncan.house.gov,2229 Rayburn HOB; Washington DC 20515-4003,202-225-5301,,http://jeffduncan.house.gov/rss.xml,RepJeffDuncan,RepJeffDuncan,congjeffduncan,UC1tuXL6ymImdpKYGEAH83QA,D000615,2057.0,N00030752,,62713,412472,47967.0,Jeff Duncan,,21174.0,Jeff Duncan (politician),96.59,0.74,N00030752,H0SC03077
John,1947-07-21,M,rep,TN,2.0,Republican,https://duncan.house.gov,2207 Rayburn HOB; Washington DC 20515-4202,202-225-5435,,http://duncan.house.gov/rss.xml,RepJohnDuncanJr,CongressmanDuncan,RepJohnDuncan,UCCpcKqQfp9gVkeD1t7uYLKQ,D000533,322.0,N00003209,,6114,400116,27069.0,,,15455.0,Jimmy Duncan (politician),91.29,0.598,N00003209,H8TN02069
Keith,1963-08-04,M,rep,MN,5.0,Democrat,https://ellison.house.gov,2263 Rayburn HOB; Washington DC 20515-2305,202-225-4755,,http://ellison.house.gov/index.php?format=feed&amp;type=rss,KeithEllison,Keith.Ellison,RepKeithEllison,UCR_QMi3wGy7xPUZxaIRi9QA,E000288,1857.0,N00028257,,1022556,412215,38982.0,Keith Ellison,,20727.0,Keith Ellison,94.09,-0.537,N00028257,H6MN05183
Eliot,1947-02-18,M,rep,NY,16.0,Democrat,https://engel.house.gov,2462 Rayburn HOB; Washington DC 20515-3216,202-225-2464,,,RepEliotEngel,RepEliotLEngel,engel2161,UCZ-ctBF-a6CYPJWDoBV_JyA,E000179,344.0,N00001003,,6109,400122,26972.0,,,15603.0,Eliot Engel,95.49,-0.407,N00001003,H8NY19058
Anna,1942-12-13,F,rep,CA,18.0,Democrat,http://eshoo.house.gov,241 Cannon HOB; Washington DC 20515-0518,202-225-8104,,http://eshoo.house.gov/index.php?format=feed&amp;type=rss,RepAnnaEshoo,RepAnnaEshoo,RepAnnaEshoo,UCjRvhco2d59GBgA78IIIaYQ,E000215,355.0,N00007335,,26130,400124,26741.0,,,29312.0,Anna Eshoo,96.19,-0.383,N00007335,H8CA12098
Blake,1961-12-12,M,rep,TX,27.0,Republican,https://farenthold.house.gov,2331 Rayburn HOB; Washington DC 20515-4327,202-225-7742,,http://farenthold.house.gov/index.php?format=feed&amp;type=rss,Farenthold,BlakeFarenthold,BlakeFarenthold,UC-xQNCjaivVnqozyXtjcqww,F000460,2067.0,N00031672,,95180,412482,116919.0,Blake Farenthold,,21184.0,Blake Farenthold,97.03,0.541,N00031672,H0TX27061
Jeff,1962-12-31,M,sen,AZ,,Republican,https://www.flake.senate.gov/public,413 Russell Senate Office Building Washington DC 20510,202-224-4521,https://www.flake.senate.gov/public/index.cfm/contact-jeff,http://www.flake.senate.gov/public/index.cfm/rss/feed,JeffFlake,senatorjeffflake,flakeoffice,UCPSnRxko_G21KzwgXmOZaeQ,F000444,1633.0,N00009573,S358,87582,400134,28128.0,Jeff Flake,,20100.0,Jeff Flake,95.22,0.855,N00009573,S2AZ00141
Charles,1962-10-11,M,rep,TN,3.0,Republican,https://fleischmann.house.gov,2410 Rayburn HOB; Washington DC 20515-4203,202-225-3271,,http://fleischmann.house.gov/rss.xml,RepChuck,repchuck,repchuck,UCTtRrJkM-R-f2K0byCMvHgw,F000459,2061.0,N00030815,,95146,412476,123456.0,,,21178.0,Chuck Fleischmann,95.89,0.487,N00030815,H0TN03254
Bill,1954-02-25,M,rep,TX,17.0,Republican,https://flores.house.gov,2440 Rayburn HOB; Washington DC 20515-4317,202-225-6105,,http://flores.house.gov/common/rss//index.cfm?rss=25,RepBillFlores,RepBillFlores,RepBillFlores,UCA7MgQ_ccBlCqoxV56B6nmA,F000461,2065.0,N00031545,,623540,412480,116906.0,,,21182.0,Bill Flores,95.19,0.607,N00031545,H0TX17104
Jeff,1960-12-27,M,rep,NE,1.0,Republican,https://fortenberry.house.gov,1514 Longworth HOB; Washington DC 20515-2701,202-225-4806,,http://fortenberry.house.gov/index.php?format=feed&amp;type=rss,JeffFortenberry,jefffortenberry,JeffFortenberry,UCbWUvw3gQhbFyJzt1Nh6cAA,F000449,1793.0,N00026631,,1013049,400640,41929.0,Jeff Fortenberry,,20518.0,Jeff Fortenberry,91.89,0.301,N00026631,H4NE01064
Virginia,1943-06-29,F,rep,NC,5.0,Republican,https://foxx.house.gov,2262 Rayburn HOB; Washington DC 20515-3305,202-225-2071,,http://foxx.house.gov/common/rss/?rss=55,VirginiaFoxx,RepVirginiaFoxx,repvirginiafoxx,UCggineJcxJn80TRXxdQbx6w,F000450,1791.0,N00026166,,1013052,400643,6051.0,Virginia Foxx,,20521.0,Virginia Foxx,94.25,0.649,N00026166,H4NC05146
Trent,1957-06-19,M,rep,AZ,8.0,Republican,https://franks.house.gov,2435 Rayburn HOB; Washington DC 20515-0308,202-225-4576,,http://franks.house.gov/rss.xml,RepTrentFranks,TrentFranks,RepTrentFranks,UCiCvsANemtLvJu7qA8EN89Q,F000448,1707.0,N00006423,,1003550,400141,28399.0,Trent Franks,,20304.0,Trent Franks,94.58,0.75,N00006423,H4AZ04024
Rodney,1946-04-29,M,rep,NJ,11.0,Republican,https://frelinghuysen.house.gov,2306 Rayburn HOB; Washington DC 20515-3011,202-225-5034,,http://frelinghuysen.house.gov/common/rss/?rss=3,USRepRodney,rfrelinghuysen,RepFrelinghuysen,UCePp5KwEKTtu3GM6gkVIkmg,F000372,414.0,N00000684,,37781,400142,22177.0,,,29541.0,Rodney Frelinghuysen,95.36,0.28800000000000003,N00000684,H2NJ05014
